Unnamed: 0,a,ab,b,c,pentamer
3565.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3cc(-c4cccnc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c(Cl)cc3Cl)ccc21
3566.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3cnc4nc(-c5cccnc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc4c3)ccc21
3567.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3cccc4cccc(-c5cccnc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c34)ccc21
3568.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc2-c2ccc(-c3cccnc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cc21
3569.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3c(F)c(F)c(-c4cccnc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4nsnc34)ccc21
3570.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3ccc([Si](C)(C)c4ccc(-c5cccnc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21
3571.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3ccc4nc5ccc(-c6cccnc6-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5nc4c3)ccc21
3610.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21
3611.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc(Br)nc1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)nc4)cc3)ccc21
3613.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c5ccccc5c4)cc3)ccc21
3614.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Clc1cc(Br)sc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(Cl)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)s4)cc3)ccc21
3615.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)c3nsnc3c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)c2nc1C
3616.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccccc4Oc4ccccc4-c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21
3617.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c5cc(C(C)(C)C)ccc45)cc3)ccc21
3618.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(F)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)cc4F)cc3)ccc21
3619.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc5oc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)cc5c4)cc3)ccc21
3620.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc(Br)o1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)o4)cc3)ccc21
3621.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)ccc4-5)cc3)ccc21
3622.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c(Cl)cc4Cl)cc3)ccc21
3623.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cnc5nc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)ccc5c4)cc3)ccc21
3624.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cccc2cccc(Br)c12,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cccc5cccc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)c45)cc3)ccc21
3625.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)cc21
3626.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c5nsnc45)cc3)ccc21
3627.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc([Si](C)(C)c5ccc(-c6ccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cc6)cc5)cc4)cc3)ccc21
3628.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccc5nc6ccc(-c7ccc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)cc7)cc6nc5c4)cc3)ccc21
3686.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccccc3[Si](C)(C)c3ccccc3-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc21
3687.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)nc3)ccc21
3689.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4ccccc4c3)ccc21
3690.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cc(Cl)c(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)s3)ccc21
3691.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c3nsnc3c(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c2nc1C
3692.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccccc3Oc3ccccc3-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc21
3693.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3c4ccccc4c(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4cc(C(C)(C)C)ccc34)ccc21
3694.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cc(F)c(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3F)ccc21
3695.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4oc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4c3)ccc21
3696.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)o1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)o3)ccc21
3697.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc3-4)ccc21
3698.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c(Cl)cc3Cl)ccc21
3699.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cnc4nc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc4c3)ccc21
3700.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cccc4cccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c34)ccc21
3701.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc2-c2ccc(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cc21
3702.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3c(F)c(F)c(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4nsnc34)ccc21
3703.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc([Si](C)(C)c4ccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21
3704.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4nc5ccc(-c6c(F)cccc6-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5nc4c3)ccc21
3705.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4F)c3F)ccc21
3706.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)nc4)c3F)ccc21
3708.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)c5ccccc5c4)c3F)ccc21
3709.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(Cl)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)s4)c3F)ccc21
3710.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3F)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3F)c2nc1C
