,pentamer,a,b,c,ab
1622,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccc4ncccc4c3)c3ccccc3c(-c3cccnc3-c3ccc4ncccc4c3)c2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1623,Fc1cc(-c2cccnc2-c2ccc3ncccc3c2)c(F)cc1-c1cccnc1-c1ccc2ncccc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1624,c1cnc(-c2ccc3ncccc3c2)c(-c2ccc3oc(-c4cccnc4-c4ccc5ncccc5c4)cc3c2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1625,c1cnc(-c2ccc3ncccc3c2)c(-c2ccc(-c3cccnc3-c3ccc4ncccc4c3)o2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1626,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccnc3-c3ccc4ncccc4c3)ccc2-c2ccc(-c3cccnc3-c3ccc4ncccc4c3)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1627,Clc1cc(Cl)c(-c2cccnc2-c2ccc3ncccc3c2)cc1-c1cccnc1-c1ccc2ncccc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1628,c1cnc(-c2ccc3ncccc3c2)c(-c2cnc3nc(-c4cccnc4-c4ccc5ncccc5c4)ccc3c2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1629,c1cnc(-c2ccc3ncccc3c2)c(-c2cccc3cccc(-c4cccnc4-c4ccc5ncccc5c4)c23)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1630,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccc4ncccc4c3)ccc2-c2ccc(-c3cccnc3-c3ccc4ncccc4c3)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1631,Fc1c(F)c(-c2cccnc2-c2ccc3ncccc3c2)c2nsnc2c1-c1cccnc1-c1ccc2ncccc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1632,C[Si](C)(c1ccc(-c2cccnc2-c2ccc3ncccc3c2)cc1)c1ccc(-c2cccnc2-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1633,c1cnc(-c2ccc3ncccc3c2)c(-c2ccc3nc4ccc(-c5cccnc5-c5ccc6ncccc6c5)cc4nc3c2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2
1653,C[Si](C)(c1ccccc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1654,c1cc(-c2ccc3ncccc3c2)c(-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1655,c1cc(-c2ccc3ncccc3c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1656,c1cc(-c2ccc3ncccc3c2)c(-c2cc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1657,Clc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1658,Cc1nc2c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1659,c1ccc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1660,CC(C)(C)c1ccc2c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1661,Fc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c(F)cc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1662,c1cc(-c2ccc3ncccc3c2)c(-c2ccc3oc(-c4c(-c5ccc6ncccc6c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1663,c1cc(-c2ccc3ncccc3c2)c(-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1664,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1665,Clc1cc(Cl)c(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1666,c1cc(-c2ccc3ncccc3c2)c(-c2cnc3nc(-c4c(-c5ccc6ncccc6c5)cccc4-n4c5ccccc5c5ccccc54)ccc3c2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1667,c1cc(-c2ccc3ncccc3c2)c(-c2cccc3cccc(-c4c(-c5ccc6ncccc6c5)cccc4-n4c5ccccc5c5ccccc54)c23)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1668,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1669,Fc1c(F)c(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1670,C[Si](C)(c1ccc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1671,c1cc(-c2ccc3ncccc3c2)c(-c2ccc3nc4ccc(-c5c(-c6ccc7ncccc7c6)cccc5-n5c6ccccc6c6ccccc65)cc4nc3c2)c(-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(Br)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1c(-c3ccc4ncccc4c3)cccc1-n1c3ccccc3c3ccccc31)OC(=O)C2
1672,C[Si](C)(c1ccccc1-c1ccc(-c2ccc3ncccc3c2)cc1)c1ccccc1-c1ccc(-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1673,c1cnc2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7ncccc7c6)cc5)nc4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1674,c1cnc2ccc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5ccc(-c6ccc7ncccc7c6)cc5)cc4-n4c5ccccc5c5ccccc54)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1675,c1cnc2ccc(-c3ccc(-c4cc(-c5ccc(-c6ccc7ncccc7c6)cc5)c5ccccc5c4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1676,Clc1cc(-c2ccc(-c3ccc4ncccc4c3)cc2)sc1-c1ccc(-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1677,Cc1nc2c(-c3ccc(-c4ccc5ncccc5c4)cc3)c3nsnc3c(-c3ccc(-c4ccc5ncccc5c4)cc3)c2nc1C,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1678,c1ccc(-c2ccc(-c3ccc4ncccc4c3)cc2)c(Oc2ccccc2-c2ccc(-c3ccc4ncccc4c3)cc2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1679,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc5ncccc5c4)cc3)c3ccccc3c(-c3ccc(-c4ccc5ncccc5c4)cc3)c2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1680,Fc1cc(-c2ccc(-c3ccc4ncccc4c3)cc2)c(F)cc1-c1ccc(-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1681,c1cnc2ccc(-c3ccc(-c4ccc5oc(-c6ccc(-c7ccc8ncccc8c7)cc6)cc5c4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1682,c1cnc2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7ncccc7c6)cc5)o4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1683,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccc5ncccc5c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccc5ncccc5c4)cc3)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1684,Clc1cc(Cl)c(-c2ccc(-c3ccc4ncccc4c3)cc2)cc1-c1ccc(-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1685,c1cnc2ccc(-c3ccc(-c4cnc5nc(-c6ccc(-c7ccc8ncccc8c7)cc6)ccc5c4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1686,c1cnc2ccc(-c3ccc(-c4cccc5cccc(-c6ccc(-c7ccc8ncccc8c7)cc6)c45)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1687,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc5ncccc5c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccc5ncccc5c4)cc3)cc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1688,Fc1c(F)c(-c2ccc(-c3ccc4ncccc4c3)cc2)c2nsnc2c1-c1ccc(-c2ccc3ncccc3c2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1689,C[Si](C)(c1ccc(-c2ccc(-c3ccc4ncccc4c3)cc2)cc1)c1ccc(-c2ccc(-c3ccc4ncccc4c3)cc2)cc1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1690,c1cnc2ccc(-c3ccc(-c4ccc5nc6ccc(-c7ccc(-c8ccc9ncccc9c8)cc7)cc6nc5c4)cc3)cc2c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)cc1)OC(=O)C2
1710,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1711,c1cc(-c2ccc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3ncccc3c2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1712,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1713,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1714,Clc1cc(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1715,Cc1nc2c(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
1716,c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
