,pentamer,a,b,c,ab
2408,Fc1cccc(-c2nccs2)c1-c1cccc2cccc(-c3c(F)cccc3-c3nccs3)c12,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1nccs1)OC(=O)C2
2409,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3nccs3)ccc2-c2ccc(-c3c(F)cccc3-c3nccs3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1nccs1)OC(=O)C2
2410,Fc1cccc(-c2nccs2)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2nccs2)c2nsnc12,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1nccs1)OC(=O)C2
2411,C[Si](C)(c1ccc(-c2c(F)cccc2-c2nccs2)cc1)c1ccc(-c2c(F)cccc2-c2nccs2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1nccs1)OC(=O)C2
2412,Fc1cccc(-c2nccs2)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4nccs4)cc3nc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1nccs1)OC(=O)C2
2413,C[Si](C)(c1ccccc1-c1cccc(-c2nccs2)c1F)c1ccccc1-c1cccc(-c2nccs2)c1F,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2414,Fc1c(-c2ccc(-c3cccc(-c4nccs4)c3F)nc2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2415,Fc1c(-c2nccs2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3nccs3)c2F)cc1-n1c2ccccc2c2ccccc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2416,Fc1c(-c2cc(-c3cccc(-c4nccs4)c3F)c3ccccc3c2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2417,Fc1c(-c2cc(Cl)c(-c3cccc(-c4nccs4)c3F)s2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2418,Cc1nc2c(-c3cccc(-c4nccs4)c3F)c3nsnc3c(-c3cccc(-c4nccs4)c3F)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2419,Fc1c(-c2nccs2)cccc1-c1ccccc1Oc1ccccc1-c1cccc(-c2nccs2)c1F,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2420,CC(C)(C)c1ccc2c(-c3cccc(-c4nccs4)c3F)c3ccccc3c(-c3cccc(-c4nccs4)c3F)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2421,Fc1cc(-c2cccc(-c3nccs3)c2F)c(F)cc1-c1cccc(-c2nccs2)c1F,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2422,Fc1c(-c2ccc3oc(-c4cccc(-c5nccs5)c4F)cc3c2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2423,Fc1c(-c2ccc(-c3cccc(-c4nccs4)c3F)o2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2424,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5nccs5)c4F)ccc2-3)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2425,Fc1c(-c2nccs2)cccc1-c1cc(-c2cccc(-c3nccs3)c2F)c(Cl)cc1Cl,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2426,Fc1c(-c2cnc3nc(-c4cccc(-c5nccs5)c4F)ccc3c2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2427,Fc1c(-c2nccs2)cccc1-c1cccc2cccc(-c3cccc(-c4nccs4)c3F)c12,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2428,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4nccs4)c3F)ccc2-c2ccc(-c3cccc(-c4nccs4)c3F)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2429,Fc1c(-c2nccs2)cccc1-c1c(F)c(F)c(-c2cccc(-c3nccs3)c2F)c2nsnc12,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2430,C[Si](C)(c1ccc(-c2cccc(-c3nccs3)c2F)cc1)c1ccc(-c2cccc(-c3nccs3)c2F)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2431,Fc1c(-c2ccc3nc4ccc(-c5cccc(-c6nccs6)c5F)cc4nc3c2)cccc1-c1nccs1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1F)OC(=O)C2
2432,Cn1ncc(-c2nccs2)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2nccs2)cnn1C,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2433,Cn1ncc(-c2nccs2)c1-c1ccc(-c2c(-c3nccs3)cnn2C)nc1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)nc1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2434,Cn1ncc(-c2nccs2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3nccs3)cnn2C)cc1-n1c2ccccc2c2ccccc21,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2435,Cn1ncc(-c2nccs2)c1-c1cc(-c2c(-c3nccs3)cnn2C)c2ccccc2c1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(Br)c2ccccc2c1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2436,Cn1ncc(-c2nccs2)c1-c1cc(Cl)c(-c2c(-c3nccs3)cnn2C)s1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Br)sc1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2437,Cc1nc2c(-c3c(-c4nccs4)cnn3C)c3nsnc3c(-c3c(-c4nccs4)cnn3C)c2nc1C,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2438,Cn1ncc(-c2nccs2)c1-c1ccccc1Oc1ccccc1-c1c(-c2nccs2)cnn1C,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccccc1Oc1ccccc1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2439,Cn1ncc(-c2nccs2)c1-c1c2ccccc2c(-c2c(-c3nccs3)cnn2C)c2cc(C(C)(C)C)ccc12,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2440,Cn1ncc(-c2nccs2)c1-c1cc(F)c(-c2c(-c3nccs3)cnn2C)cc1F,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2441,Cn1ncc(-c2nccs2)c1-c1ccc2oc(-c3c(-c4nccs4)cnn3C)cc2c1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2oc(Br)cc2c1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2442,Cn1ncc(-c2nccs2)c1-c1ccc(-c2c(-c3nccs3)cnn2C)o1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)o1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2443,Cn1ncc(-c2nccs2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4nccs4)cnn3C)ccc1-2,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2444,Cn1ncc(-c2nccs2)c1-c1cc(-c2c(-c3nccs3)cnn2C)c(Cl)cc1Cl,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Cl)c(Br)cc1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2445,Cn1ncc(-c2nccs2)c1-c1cnc2nc(-c3c(-c4nccs4)cnn3C)ccc2c1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cnc2nc(Br)ccc2c1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2446,Cn1ncc(-c2nccs2)c1-c1cccc2cccc(-c3c(-c4nccs4)cnn3C)c12,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cccc2cccc(Br)c12,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2447,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4nccs4)cnn3C)ccc2-c2ccc(-c3c(-c4nccs4)cnn3C)cc21,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2448,Cn1ncc(-c2nccs2)c1-c1c(F)c(F)c(-c2c(-c3nccs3)cnn2C)c2nsnc12,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1c(F)c(Br)c2nsnc2c1Br,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2449,Cn1ncc(-c2nccs2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4nccs4)cnn3C)cc2)cc1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2450,Cn1ncc(-c2nccs2)c1-c1ccc2nc3ccc(-c4c(-c5nccs5)cnn4C)cc3nc2c1,OB(O)c1nccs1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Cn1ncc(-c2nccs2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
2451,C[Si](C)(c1ccccc1-c1cccc(-c2nccs2)c1)c1ccccc1-c1cccc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2452,c1cc(-c2ccc(-c3cccc(-c4nccs4)c3)nc2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2453,c1cc(-c2nccs2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4nccs4)c3)cc2-n2c3ccccc3c3ccccc32)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2454,c1cc(-c2cc(-c3cccc(-c4nccs4)c3)c3ccccc3c2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2455,Clc1cc(-c2cccc(-c3nccs3)c2)sc1-c1cccc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2456,Cc1nc2c(-c3cccc(-c4nccs4)c3)c3nsnc3c(-c3cccc(-c4nccs4)c3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2457,c1cc(-c2nccs2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3nccs3)c2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2458,CC(C)(C)c1ccc2c(-c3cccc(-c4nccs4)c3)c3ccccc3c(-c3cccc(-c4nccs4)c3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2459,Fc1cc(-c2cccc(-c3nccs3)c2)c(F)cc1-c1cccc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2460,c1cc(-c2ccc3oc(-c4cccc(-c5nccs5)c4)cc3c2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2461,c1cc(-c2ccc(-c3cccc(-c4nccs4)c3)o2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2462,c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5nccs5)c4)ccc2-3)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2463,Clc1cc(Cl)c(-c2cccc(-c3nccs3)c2)cc1-c1cccc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2464,c1cc(-c2cnc3nc(-c4cccc(-c5nccs5)c4)ccc3c2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2465,c1cc(-c2nccs2)cc(-c2cccc3cccc(-c4cccc(-c5nccs5)c4)c23)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2466,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4nccs4)c3)ccc2-c2ccc(-c3cccc(-c4nccs4)c3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2467,Fc1c(F)c(-c2cccc(-c3nccs3)c2)c2nsnc2c1-c1cccc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2468,C[Si](C)(c1ccc(-c2cccc(-c3nccs3)c2)cc1)c1ccc(-c2cccc(-c3nccs3)c2)cc1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2469,c1cc(-c2ccc3nc4ccc(-c5cccc(-c6nccs6)c5)cc4nc3c2)cc(-c2nccs2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3nccs3)c1)OC(=O)C2
2470,C[Si](C)(c1ccccc1-c1ccc(-c2nccs2)s1)c1ccccc1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2471,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5nccs5)s4)nc3)s2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2472,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3nccs3)s2)c(-n2c3ccccc3c3ccccc32)cc1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2473,c1ccc2c(-c3ccc(-c4nccs4)s3)cc(-c3ccc(-c4nccs4)s3)cc2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2474,Clc1cc(-c2ccc(-c3nccs3)s2)sc1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2475,Cc1nc2c(-c3ccc(-c4nccs4)s3)c3nsnc3c(-c3ccc(-c4nccs4)s3)c2nc1C,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2476,c1ccc(-c2ccc(-c3nccs3)s2)c(Oc2ccccc2-c2ccc(-c3nccs3)s2)c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2477,CC(C)(C)c1ccc2c(-c3ccc(-c4nccs4)s3)c3ccccc3c(-c3ccc(-c4nccs4)s3)c2c1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2478,Fc1cc(-c2ccc(-c3nccs3)s2)c(F)cc1-c1ccc(-c2nccs2)s1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2479,c1csc(-c2ccc(-c3ccc4oc(-c5ccc(-c6nccs6)s5)cc4c3)s2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2480,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5nccs5)s4)o3)s2)n1,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
2481,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4nccs4)s3)ccc2-c2ccc(-c3ccc(-c4nccs4)s3)cc21,OB(O)c1nccs1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1ccc(-c3nccs3)s1)OC(=O)C2
